domain,category,detected_at
videotron-verify.com,utilities,2025-09-01T19:30:06Z
hydroquebec-verify.com,utilities,2025-09-01T19:30:06Z
fortisbc-verify.com,utilities,2025-09-01T19:30:06Z
shaw-verify.com,utilities,2025-09-01T19:30:06Z
manitobahydro-payment.com,utilities,2025-09-01T19:30:06Z
newfoundlandpower-payment.com,utilities,2025-09-01T19:30:06Z
utility-account-verify.com,utilities,2025-09-01T19:30:06Z
alectra-account.com,utilities,2025-09-01T19:30:06Z
bchydro-bill.com,utilities,2025-09-01T19:30:06Z
manitobahydro-verify.com,utilities,2025-09-01T19:30:06Z
bell-account-verify.com,utilities,2025-09-01T19:30:06Z
telus-secure-login.com,utilities,2025-09-01T19:30:06Z
utility-bill-payment.com,utilities,2025-09-01T19:30:06Z
torontohydro-payment.com,utilities,2025-09-01T19:30:06Z
epcor-bill.com,utilities,2025-09-01T19:30:06Z
hydroquebec-payment.com,utilities,2025-09-01T19:30:06Z
fido-account-update.com,utilities,2025-09-01T19:30:06Z
utility-secure.com,utilities,2025-09-01T19:30:06Z
freedommobile-secure.com,utilities,2025-09-01T19:30:06Z
saskpower-account.com,utilities,2025-09-01T19:30:06Z
enbridge-verify.com,utilities,2025-09-01T19:30:06Z
transalta-verify.com,utilities,2025-09-01T19:30:06Z
atcoelectric-verify.com,utilities,2025-09-01T19:30:06Z
shaw-account-update.com,utilities,2025-09-01T19:30:06Z
cogeco-verify.com,utilities,2025-09-01T19:30:06Z
rogers-verify.com,utilities,2025-09-01T19:30:06Z
cogeco-secure.com,utilities,2025-09-01T19:30:06Z
virginmobile-secure.com,utilities,2025-09-01T19:30:06Z
enbridge-bill-payment.com,utilities,2025-09-01T19:30:06Z
hydroone-bill.com,utilities,2025-09-01T19:30:06Z
saskpower-verify.com,utilities,2025-09-01T19:30:06Z
utility-verify.com,utilities,2025-09-01T19:30:06Z
capitalpower-verify.com,utilities,2025-09-01T19:30:06Z
fortisalberta-verify.com,utilities,2025-09-01T19:30:06Z
koodo-verify.com,utilities,2025-09-01T19:30:06Z
epcor-verify.com,utilities,2025-09-01T19:30:06Z
publicmobile-verify.com,utilities,2025-09-01T19:30:06Z
videotron-secure-login.com,utilities,2025-09-01T19:30:06Z
bchydro-verify.com,utilities,2025-09-01T19:30:06Z
utility-account-update.com,utilities,2025-09-01T19:30:06Z
utility-secure-login.com,utilities,2025-09-01T19:30:06Z
telus-verify.com,utilities,2025-09-01T19:30:06Z
chatr-secure.com,utilities,2025-09-01T19:30:06Z
bell-secure-login.com,utilities,2025-09-01T19:30:06Z
brookfieldrenewable-verify.com,utilities,2025-09-01T19:30:06Z
rogers-secure-login.com,utilities,2025-09-01T19:30:06Z
fortisbc-account.com,utilities,2025-09-01T19:30:06Z
