domain,category,detected_at
capitalpower-verify.com,utilities,2025-09-01T19:15:24Z
transalta-verify.com,utilities,2025-09-01T19:15:24Z
newfoundlandpower-payment.com,utilities,2025-09-01T19:15:24Z
fortisalberta-verify.com,utilities,2025-09-01T19:15:24Z
brookfieldrenewable-verify.com,utilities,2025-09-01T19:15:24Z
enbridge-verify.com,utilities,2025-09-01T19:15:24Z
utility-account-update.com,utilities,2025-09-01T19:15:24Z
koodo-verify.com,utilities,2025-09-01T19:15:24Z
telus-verify.com,utilities,2025-09-01T19:15:24Z
hydroquebec-verify.com,utilities,2025-09-01T19:15:24Z
hydroquebec-payment.com,utilities,2025-09-01T19:15:24Z
fortisbc-account.com,utilities,2025-09-01T19:15:24Z
publicmobile-verify.com,utilities,2025-09-01T19:15:24Z
telus-secure-login.com,utilities,2025-09-01T19:15:24Z
utility-bill-payment.com,utilities,2025-09-01T19:15:24Z
utility-account-verify.com,utilities,2025-09-01T19:15:24Z
manitobahydro-payment.com,utilities,2025-09-01T19:15:24Z
rogers-secure-login.com,utilities,2025-09-01T19:15:24Z
bchydro-bill.com,utilities,2025-09-01T19:15:24Z
saskpower-verify.com,utilities,2025-09-01T19:15:24Z
atcoelectric-verify.com,utilities,2025-09-01T19:15:24Z
utility-secure-login.com,utilities,2025-09-01T19:15:24Z
bchydro-verify.com,utilities,2025-09-01T19:15:24Z
virginmobile-secure.com,utilities,2025-09-01T19:15:24Z
utility-verify.com,utilities,2025-09-01T19:15:24Z
alectra-account.com,utilities,2025-09-01T19:15:24Z
cogeco-secure.com,utilities,2025-09-01T19:15:24Z
fido-account-update.com,utilities,2025-09-01T19:15:24Z
torontohydro-payment.com,utilities,2025-09-01T19:15:24Z
fortisbc-verify.com,utilities,2025-09-01T19:15:24Z
cogeco-verify.com,utilities,2025-09-01T19:15:24Z
utility-secure.com,utilities,2025-09-01T19:15:24Z
epcor-bill.com,utilities,2025-09-01T19:15:24Z
hydroone-bill.com,utilities,2025-09-01T19:15:24Z
chatr-secure.com,utilities,2025-09-01T19:15:24Z
enbridge-bill-payment.com,utilities,2025-09-01T19:15:24Z
rogers-verify.com,utilities,2025-09-01T19:15:24Z
shaw-account-update.com,utilities,2025-09-01T19:15:24Z
videotron-verify.com,utilities,2025-09-01T19:15:24Z
videotron-secure-login.com,utilities,2025-09-01T19:15:24Z
epcor-verify.com,utilities,2025-09-01T19:15:24Z
bell-account-verify.com,utilities,2025-09-01T19:15:24Z
freedommobile-secure.com,utilities,2025-09-01T19:15:24Z
saskpower-account.com,utilities,2025-09-01T19:15:24Z
manitobahydro-verify.com,utilities,2025-09-01T19:15:24Z
bell-secure-login.com,utilities,2025-09-01T19:15:24Z
shaw-verify.com,utilities,2025-09-01T19:15:24Z
