domain,category,detected_at
epcor-verify.com,utilities,2025-09-01T19:19:10Z
enbridge-bill-payment.com,utilities,2025-09-01T19:19:10Z
hydroquebec-payment.com,utilities,2025-09-01T19:19:10Z
alectra-account.com,utilities,2025-09-01T19:19:10Z
transalta-verify.com,utilities,2025-09-01T19:19:10Z
torontohydro-payment.com,utilities,2025-09-01T19:19:10Z
epcor-bill.com,utilities,2025-09-01T19:19:10Z
hydroone-bill.com,utilities,2025-09-01T19:19:10Z
atcoelectric-verify.com,utilities,2025-09-01T19:19:10Z
capitalpower-verify.com,utilities,2025-09-01T19:19:10Z
chatr-secure.com,utilities,2025-09-01T19:19:10Z
utility-secure-login.com,utilities,2025-09-01T19:19:10Z
fortisbc-account.com,utilities,2025-09-01T19:19:10Z
shaw-verify.com,utilities,2025-09-01T19:19:10Z
virginmobile-secure.com,utilities,2025-09-01T19:19:10Z
fortisalberta-verify.com,utilities,2025-09-01T19:19:10Z
utility-bill-payment.com,utilities,2025-09-01T19:19:10Z
bell-account-verify.com,utilities,2025-09-01T19:19:10Z
bchydro-verify.com,utilities,2025-09-01T19:19:10Z
shaw-account-update.com,utilities,2025-09-01T19:19:10Z
enbridge-verify.com,utilities,2025-09-01T19:19:10Z
brookfieldrenewable-verify.com,utilities,2025-09-01T19:19:10Z
manitobahydro-payment.com,utilities,2025-09-01T19:19:10Z
utility-secure.com,utilities,2025-09-01T19:19:10Z
saskpower-account.com,utilities,2025-09-01T19:19:10Z
fortisbc-verify.com,utilities,2025-09-01T19:19:10Z
utility-account-verify.com,utilities,2025-09-01T19:19:10Z
utility-account-update.com,utilities,2025-09-01T19:19:10Z
videotron-verify.com,utilities,2025-09-01T19:19:10Z
cogeco-secure.com,utilities,2025-09-01T19:19:10Z
utility-verify.com,utilities,2025-09-01T19:19:10Z
hydroquebec-verify.com,utilities,2025-09-01T19:19:10Z
cogeco-verify.com,utilities,2025-09-01T19:19:10Z
fido-account-update.com,utilities,2025-09-01T19:19:10Z
publicmobile-verify.com,utilities,2025-09-01T19:19:10Z
telus-secure-login.com,utilities,2025-09-01T19:19:10Z
videotron-secure-login.com,utilities,2025-09-01T19:19:10Z
koodo-verify.com,utilities,2025-09-01T19:19:10Z
saskpower-verify.com,utilities,2025-09-01T19:19:10Z
manitobahydro-verify.com,utilities,2025-09-01T19:19:10Z
bell-secure-login.com,utilities,2025-09-01T19:19:10Z
rogers-secure-login.com,utilities,2025-09-01T19:19:10Z
bchydro-bill.com,utilities,2025-09-01T19:19:10Z
rogers-verify.com,utilities,2025-09-01T19:19:10Z
newfoundlandpower-payment.com,utilities,2025-09-01T19:19:10Z
telus-verify.com,utilities,2025-09-01T19:19:10Z
freedommobile-secure.com,utilities,2025-09-01T19:19:10Z
