domain,category,detected_at
utility-secure-login.com,utilities,2025-09-01T21:30:21Z
shaw-verify.com,utilities,2025-09-01T21:30:21Z
telus-secure-login.com,utilities,2025-09-01T21:30:21Z
fortisalberta-verify.com,utilities,2025-09-01T21:30:21Z
capitalpower-verify.com,utilities,2025-09-01T21:30:21Z
rogers-secure-login.com,utilities,2025-09-01T21:30:21Z
manitobahydro-verify.com,utilities,2025-09-01T21:30:21Z
videotron-verify.com,utilities,2025-09-01T21:30:21Z
bell-secure-login.com,utilities,2025-09-01T21:30:21Z
virginmobile-secure.com,utilities,2025-09-01T21:30:21Z
publicmobile-verify.com,utilities,2025-09-01T21:30:21Z
fido-account-update.com,utilities,2025-09-01T21:30:21Z
hydroquebec-verify.com,utilities,2025-09-01T21:30:21Z
utility-secure.com,utilities,2025-09-01T21:30:21Z
utility-account-verify.com,utilities,2025-09-01T21:30:21Z
rogers-verify.com,utilities,2025-09-01T21:30:21Z
saskpower-account.com,utilities,2025-09-01T21:30:21Z
enbridge-bill-payment.com,utilities,2025-09-01T21:30:21Z
telus-verify.com,utilities,2025-09-01T21:30:21Z
saskpower-verify.com,utilities,2025-09-01T21:30:21Z
cogeco-secure.com,utilities,2025-09-01T21:30:21Z
enbridge-verify.com,utilities,2025-09-01T21:30:21Z
transalta-verify.com,utilities,2025-09-01T21:30:21Z
fortisbc-verify.com,utilities,2025-09-01T21:30:21Z
newfoundlandpower-payment.com,utilities,2025-09-01T21:30:21Z
shaw-account-update.com,utilities,2025-09-01T21:30:21Z
fortisbc-account.com,utilities,2025-09-01T21:30:21Z
utility-account-update.com,utilities,2025-09-01T21:30:21Z
hydroone-bill.com,utilities,2025-09-01T21:30:21Z
manitobahydro-payment.com,utilities,2025-09-01T21:30:21Z
bchydro-verify.com,utilities,2025-09-01T21:30:21Z
videotron-secure-login.com,utilities,2025-09-01T21:30:21Z
utility-verify.com,utilities,2025-09-01T21:30:21Z
utility-bill-payment.com,utilities,2025-09-01T21:30:21Z
cogeco-verify.com,utilities,2025-09-01T21:30:21Z
epcor-verify.com,utilities,2025-09-01T21:30:21Z
brookfieldrenewable-verify.com,utilities,2025-09-01T21:30:21Z
bchydro-bill.com,utilities,2025-09-01T21:30:21Z
torontohydro-payment.com,utilities,2025-09-01T21:30:21Z
atcoelectric-verify.com,utilities,2025-09-01T21:30:21Z
hydroquebec-payment.com,utilities,2025-09-01T21:30:21Z
koodo-verify.com,utilities,2025-09-01T21:30:21Z
epcor-bill.com,utilities,2025-09-01T21:30:21Z
alectra-account.com,utilities,2025-09-01T21:30:21Z
chatr-secure.com,utilities,2025-09-01T21:30:21Z
bell-account-verify.com,utilities,2025-09-01T21:30:21Z
freedommobile-secure.com,utilities,2025-09-01T21:30:21Z
