domain,category,detected_at
epcor-bill.com,utilities,2025-09-01T21:25:55Z
capitalpower-verify.com,utilities,2025-09-01T21:25:55Z
hydroquebec-payment.com,utilities,2025-09-01T21:25:55Z
freedommobile-secure.com,utilities,2025-09-01T21:25:55Z
chatr-secure.com,utilities,2025-09-01T21:25:55Z
torontohydro-payment.com,utilities,2025-09-01T21:25:55Z
fortisbc-verify.com,utilities,2025-09-01T21:25:55Z
bchydro-verify.com,utilities,2025-09-01T21:25:55Z
telus-secure-login.com,utilities,2025-09-01T21:25:55Z
utility-account-update.com,utilities,2025-09-01T21:25:55Z
shaw-verify.com,utilities,2025-09-01T21:25:55Z
hydroquebec-verify.com,utilities,2025-09-01T21:25:55Z
virginmobile-secure.com,utilities,2025-09-01T21:25:55Z
utility-secure-login.com,utilities,2025-09-01T21:25:55Z
hydroone-bill.com,utilities,2025-09-01T21:25:55Z
utility-verify.com,utilities,2025-09-01T21:25:55Z
bchydro-bill.com,utilities,2025-09-01T21:25:55Z
videotron-verify.com,utilities,2025-09-01T21:25:55Z
atcoelectric-verify.com,utilities,2025-09-01T21:25:55Z
utility-account-verify.com,utilities,2025-09-01T21:25:55Z
bell-account-verify.com,utilities,2025-09-01T21:25:56Z
utility-secure.com,utilities,2025-09-01T21:25:56Z
rogers-verify.com,utilities,2025-09-01T21:25:56Z
saskpower-verify.com,utilities,2025-09-01T21:25:56Z
enbridge-verify.com,utilities,2025-09-01T21:25:56Z
cogeco-secure.com,utilities,2025-09-01T21:25:56Z
telus-verify.com,utilities,2025-09-01T21:25:56Z
brookfieldrenewable-verify.com,utilities,2025-09-01T21:25:56Z
saskpower-account.com,utilities,2025-09-01T21:25:56Z
transalta-verify.com,utilities,2025-09-01T21:25:56Z
fido-account-update.com,utilities,2025-09-01T21:25:56Z
manitobahydro-payment.com,utilities,2025-09-01T21:25:56Z
publicmobile-verify.com,utilities,2025-09-01T21:25:56Z
videotron-secure-login.com,utilities,2025-09-01T21:25:56Z
bell-secure-login.com,utilities,2025-09-01T21:25:56Z
cogeco-verify.com,utilities,2025-09-01T21:25:56Z
fortisbc-account.com,utilities,2025-09-01T21:25:56Z
fortisalberta-verify.com,utilities,2025-09-01T21:25:56Z
manitobahydro-verify.com,utilities,2025-09-01T21:25:56Z
koodo-verify.com,utilities,2025-09-01T21:25:56Z
utility-bill-payment.com,utilities,2025-09-01T21:25:56Z
newfoundlandpower-payment.com,utilities,2025-09-01T21:25:56Z
enbridge-bill-payment.com,utilities,2025-09-01T21:25:56Z
epcor-verify.com,utilities,2025-09-01T21:25:56Z
shaw-account-update.com,utilities,2025-09-01T21:25:56Z
rogers-secure-login.com,utilities,2025-09-01T21:25:56Z
alectra-account.com,utilities,2025-09-01T21:25:56Z
