domain,category,detected_at
enbridge-bill-payment.com,utilities,2025-09-06T16:00:08Z
fortisbc-account.com,utilities,2025-09-06T16:00:08Z
hydroquebec-payment.com,utilities,2025-09-06T16:00:08Z
bchydro-bill.com,utilities,2025-09-06T16:00:08Z
saskpower-account.com,utilities,2025-09-06T16:00:08Z
manitobahydro-payment.com,utilities,2025-09-06T16:00:08Z
hydroone-bill.com,utilities,2025-09-06T16:00:08Z
torontohydro-payment.com,utilities,2025-09-06T16:00:08Z
alectra-account.com,utilities,2025-09-06T16:00:08Z
epcor-bill.com,utilities,2025-09-06T16:00:08Z
newfoundlandpower-payment.com,utilities,2025-09-06T16:00:08Z
hydroquebec-verify.com,utilities,2025-09-06T16:00:08Z
bchydro-verify.com,utilities,2025-09-06T16:00:08Z
saskpower-verify.com,utilities,2025-09-06T16:00:08Z
manitobahydro-verify.com,utilities,2025-09-06T16:00:08Z
bell-account-verify.com,utilities,2025-09-06T16:00:08Z
rogers-secure-login.com,utilities,2025-09-06T16:00:08Z
telus-verify.com,utilities,2025-09-06T16:00:08Z
shaw-account-update.com,utilities,2025-09-06T16:00:08Z
cogeco-secure.com,utilities,2025-09-06T16:00:08Z
videotron-verify.com,utilities,2025-09-06T16:00:08Z
freedommobile-secure.com,utilities,2025-09-06T16:00:08Z
koodo-verify.com,utilities,2025-09-06T16:00:08Z
virginmobile-secure.com,utilities,2025-09-06T16:00:08Z
fido-account-update.com,utilities,2025-09-06T16:00:08Z
chatr-secure.com,utilities,2025-09-06T16:00:08Z
publicmobile-verify.com,utilities,2025-09-06T16:00:08Z
bell-secure-login.com,utilities,2025-09-06T16:00:08Z
rogers-verify.com,utilities,2025-09-06T16:00:08Z
telus-secure-login.com,utilities,2025-09-06T16:00:08Z
shaw-verify.com,utilities,2025-09-06T16:00:08Z
cogeco-verify.com,utilities,2025-09-06T16:00:08Z
videotron-secure-login.com,utilities,2025-09-06T16:00:08Z
enbridge-verify.com,utilities,2025-09-06T16:00:08Z
fortisbc-verify.com,utilities,2025-09-06T16:00:08Z
fortisalberta-verify.com,utilities,2025-09-06T16:00:08Z
atcoelectric-verify.com,utilities,2025-09-06T16:00:08Z
epcor-verify.com,utilities,2025-09-06T16:00:08Z
transalta-verify.com,utilities,2025-09-06T16:00:08Z
capitalpower-verify.com,utilities,2025-09-06T16:00:08Z
brookfieldrenewable-verify.com,utilities,2025-09-06T16:00:08Z
utility-bill-payment.com,utilities,2025-09-06T16:00:08Z
utility-account-verify.com,utilities,2025-09-06T16:00:08Z
utility-secure-login.com,utilities,2025-09-06T16:00:08Z
utility-verify.com,utilities,2025-09-06T16:00:08Z
utility-secure.com,utilities,2025-09-06T16:00:08Z
utility-account-update.com,utilities,2025-09-06T16:00:08Z
