domain,category,detected_at
enbridge-bill-payment.com,utilities,2025-09-02T20:10:31Z
fortisbc-account.com,utilities,2025-09-02T20:10:31Z
hydroquebec-payment.com,utilities,2025-09-02T20:10:31Z
bchydro-bill.com,utilities,2025-09-02T20:10:31Z
saskpower-account.com,utilities,2025-09-02T20:10:31Z
manitobahydro-payment.com,utilities,2025-09-02T20:10:31Z
hydroone-bill.com,utilities,2025-09-02T20:10:31Z
torontohydro-payment.com,utilities,2025-09-02T20:10:31Z
alectra-account.com,utilities,2025-09-02T20:10:31Z
epcor-bill.com,utilities,2025-09-02T20:10:31Z
newfoundlandpower-payment.com,utilities,2025-09-02T20:10:31Z
hydroquebec-verify.com,utilities,2025-09-02T20:10:31Z
bchydro-verify.com,utilities,2025-09-02T20:10:31Z
saskpower-verify.com,utilities,2025-09-02T20:10:31Z
manitobahydro-verify.com,utilities,2025-09-02T20:10:31Z
bell-account-verify.com,utilities,2025-09-02T20:10:31Z
rogers-secure-login.com,utilities,2025-09-02T20:10:31Z
telus-verify.com,utilities,2025-09-02T20:10:31Z
shaw-account-update.com,utilities,2025-09-02T20:10:31Z
cogeco-secure.com,utilities,2025-09-02T20:10:31Z
videotron-verify.com,utilities,2025-09-02T20:10:31Z
freedommobile-secure.com,utilities,2025-09-02T20:10:31Z
koodo-verify.com,utilities,2025-09-02T20:10:31Z
virginmobile-secure.com,utilities,2025-09-02T20:10:31Z
fido-account-update.com,utilities,2025-09-02T20:10:31Z
chatr-secure.com,utilities,2025-09-02T20:10:31Z
publicmobile-verify.com,utilities,2025-09-02T20:10:31Z
bell-secure-login.com,utilities,2025-09-02T20:10:31Z
rogers-verify.com,utilities,2025-09-02T20:10:31Z
telus-secure-login.com,utilities,2025-09-02T20:10:31Z
shaw-verify.com,utilities,2025-09-02T20:10:31Z
cogeco-verify.com,utilities,2025-09-02T20:10:31Z
videotron-secure-login.com,utilities,2025-09-02T20:10:31Z
enbridge-verify.com,utilities,2025-09-02T20:10:31Z
fortisbc-verify.com,utilities,2025-09-02T20:10:31Z
fortisalberta-verify.com,utilities,2025-09-02T20:10:31Z
atcoelectric-verify.com,utilities,2025-09-02T20:10:31Z
epcor-verify.com,utilities,2025-09-02T20:10:31Z
transalta-verify.com,utilities,2025-09-02T20:10:31Z
capitalpower-verify.com,utilities,2025-09-02T20:10:31Z
brookfieldrenewable-verify.com,utilities,2025-09-02T20:10:31Z
utility-bill-payment.com,utilities,2025-09-02T20:10:31Z
utility-account-verify.com,utilities,2025-09-02T20:10:31Z
utility-secure-login.com,utilities,2025-09-02T20:10:31Z
utility-verify.com,utilities,2025-09-02T20:10:31Z
utility-secure.com,utilities,2025-09-02T20:10:31Z
utility-account-update.com,utilities,2025-09-02T20:10:31Z
