domain,category,detected_at
enbridge-bill-payment.com,utilities,2025-09-02T22:12:14Z
fortisbc-account.com,utilities,2025-09-02T22:12:14Z
hydroquebec-payment.com,utilities,2025-09-02T22:12:14Z
bchydro-bill.com,utilities,2025-09-02T22:12:14Z
saskpower-account.com,utilities,2025-09-02T22:12:14Z
manitobahydro-payment.com,utilities,2025-09-02T22:12:14Z
hydroone-bill.com,utilities,2025-09-02T22:12:14Z
torontohydro-payment.com,utilities,2025-09-02T22:12:14Z
alectra-account.com,utilities,2025-09-02T22:12:14Z
epcor-bill.com,utilities,2025-09-02T22:12:14Z
newfoundlandpower-payment.com,utilities,2025-09-02T22:12:14Z
hydroquebec-verify.com,utilities,2025-09-02T22:12:14Z
bchydro-verify.com,utilities,2025-09-02T22:12:14Z
saskpower-verify.com,utilities,2025-09-02T22:12:14Z
manitobahydro-verify.com,utilities,2025-09-02T22:12:14Z
bell-account-verify.com,utilities,2025-09-02T22:12:14Z
rogers-secure-login.com,utilities,2025-09-02T22:12:14Z
telus-verify.com,utilities,2025-09-02T22:12:14Z
shaw-account-update.com,utilities,2025-09-02T22:12:14Z
cogeco-secure.com,utilities,2025-09-02T22:12:14Z
videotron-verify.com,utilities,2025-09-02T22:12:14Z
freedommobile-secure.com,utilities,2025-09-02T22:12:14Z
koodo-verify.com,utilities,2025-09-02T22:12:14Z
virginmobile-secure.com,utilities,2025-09-02T22:12:14Z
fido-account-update.com,utilities,2025-09-02T22:12:14Z
chatr-secure.com,utilities,2025-09-02T22:12:14Z
publicmobile-verify.com,utilities,2025-09-02T22:12:14Z
bell-secure-login.com,utilities,2025-09-02T22:12:14Z
rogers-verify.com,utilities,2025-09-02T22:12:14Z
telus-secure-login.com,utilities,2025-09-02T22:12:14Z
shaw-verify.com,utilities,2025-09-02T22:12:14Z
cogeco-verify.com,utilities,2025-09-02T22:12:14Z
videotron-secure-login.com,utilities,2025-09-02T22:12:14Z
enbridge-verify.com,utilities,2025-09-02T22:12:14Z
fortisbc-verify.com,utilities,2025-09-02T22:12:14Z
fortisalberta-verify.com,utilities,2025-09-02T22:12:14Z
atcoelectric-verify.com,utilities,2025-09-02T22:12:14Z
epcor-verify.com,utilities,2025-09-02T22:12:14Z
transalta-verify.com,utilities,2025-09-02T22:12:14Z
capitalpower-verify.com,utilities,2025-09-02T22:12:14Z
brookfieldrenewable-verify.com,utilities,2025-09-02T22:12:14Z
utility-bill-payment.com,utilities,2025-09-02T22:12:14Z
utility-account-verify.com,utilities,2025-09-02T22:12:14Z
utility-secure-login.com,utilities,2025-09-02T22:12:14Z
utility-verify.com,utilities,2025-09-02T22:12:14Z
utility-secure.com,utilities,2025-09-02T22:12:14Z
utility-account-update.com,utilities,2025-09-02T22:12:14Z
