domain,category,detected_at
bc-secure.com,government,2025-09-01T21:20:05Z
alberta-secure.com,government,2025-09-01T21:20:05Z
canada-immigration-secure.com,government,2025-09-01T21:20:05Z
canada-visa-verify.com,government,2025-09-01T21:20:05Z
cra-secure.com,government,2025-09-01T21:20:05Z
cra-hst-verify.com,government,2025-09-01T21:20:05Z
canadapost-delivery.com,government,2025-09-01T21:20:05Z
quebec-verify.com,government,2025-09-01T21:20:05Z
canadapost-packagereschedule.com,government,2025-09-01T21:20:05Z
canada-eta-verify.com,government,2025-09-01T21:20:05Z
canada-transport-secure.com,government,2025-09-01T21:20:05Z
redelivauth.com,government,2025-09-01T21:20:05Z
rcmp-secure.com,government,2025-09-01T21:20:05Z
cra-mobile-verify.com,government,2025-09-01T21:20:05Z
hstcra.com,government,2025-09-01T21:20:05Z
cra-gst-verify.com,government,2025-09-01T21:20:05Z
canada-passport-verify.com,government,2025-09-01T21:20:05Z
gov-canada-eta.com,government,2025-09-01T21:20:05Z
cra-refund-verify.com,government,2025-09-01T21:20:05Z
quebec-services-verify.com,government,2025-09-01T21:20:05Z
ontario-health-verify.com,government,2025-09-01T21:20:05Z
ontario-secure.com,government,2025-09-01T21:20:05Z
canada-transport-login.com,government,2025-09-01T21:20:05Z
cra-online-verify.com,government,2025-09-01T21:20:05Z
canadapost-secure.com,government,2025-09-01T21:20:05Z
ontario-license-verify.com,government,2025-09-01T21:20:05Z
alberta-verify.com,government,2025-09-01T21:20:05Z
canpost-orderinfo-help.com,government,2025-09-01T21:20:05Z
canadapost-account.com,government,2025-09-01T21:20:05Z
ontario-verify.com,government,2025-09-01T21:20:05Z
canadapost-package.com,government,2025-09-01T21:20:05Z
canada-border-secure.com,government,2025-09-01T21:20:05Z
canada-immigration-verify.com,government,2025-09-01T21:20:05Z
canadapost-login.com,government,2025-09-01T21:20:05Z
canadapost-verify.com,government,2025-09-01T21:20:05Z
bc-verify.com,government,2025-09-01T21:20:05Z
rcmp-login.com,government,2025-09-01T21:20:05Z
etransferdeposit25.com,government,2025-09-01T21:20:05Z
redelivercadpost.com,government,2025-09-01T21:20:05Z
canada-etavisa.info,government,2025-09-01T21:20:05Z
cra-account-update.com,government,2025-09-01T21:20:05Z
elections-canada-secure.com,government,2025-09-01T21:20:05Z
canada-passport-secure.com,government,2025-09-01T21:20:05Z
alberta-account-verify.com,government,2025-09-01T21:20:05Z
elections-canada-verify.com,government,2025-09-01T21:20:05Z
elections-canada-login.com,government,2025-09-01T21:20:05Z
canada-border-login.com,government,2025-09-01T21:20:05Z
canada-visa-secure.com,government,2025-09-01T21:20:05Z
cra-verify.com,government,2025-09-01T21:20:05Z
cra-login-verify.com,government,2025-09-01T21:20:05Z
bc-services-verify.com,government,2025-09-01T21:20:05Z
rcmp-verify.com,government,2025-09-01T21:20:05Z
cra-secure-login.com,government,2025-09-01T21:20:05Z
canada-transport-verify.com,government,2025-09-01T21:20:05Z
servicecanada-verify.com,government,2025-09-01T21:20:05Z
authhstdeposit.com,government,2025-09-01T21:20:05Z
setup-canada6517-post4278-now.com,government,2025-09-01T21:20:05Z
canada-border-verify.com,government,2025-09-01T21:20:05Z
canadapost-tracking.com,government,2025-09-01T21:20:05Z
canada-eta-secure.com,government,2025-09-01T21:20:05Z
servicecanada-secure.com,government,2025-09-01T21:20:05Z
servicecanada-login.com,government,2025-09-01T21:20:05Z
reviewgsthstca.com,government,2025-09-01T21:20:05Z
cra-account-secure.com,government,2025-09-01T21:20:05Z
quebec-secure.com,government,2025-09-01T21:20:05Z
