domain,category,detected_at
quebec-verify.com,government,2025-09-01T19:15:24Z
rcmp-login.com,government,2025-09-01T19:15:24Z
canada-border-secure.com,government,2025-09-01T19:15:24Z
cra-refund-verify.com,government,2025-09-01T19:15:24Z
canadapost-package.com,government,2025-09-01T19:15:24Z
canadapost-secure.com,government,2025-09-01T19:15:24Z
canada-transport-login.com,government,2025-09-01T19:15:24Z
cra-login-verify.com,government,2025-09-01T19:15:24Z
canada-passport-verify.com,government,2025-09-01T19:15:24Z
cra-verify.com,government,2025-09-01T19:15:24Z
canada-passport-secure.com,government,2025-09-01T19:15:24Z
bc-secure.com,government,2025-09-01T19:15:24Z
canadapost-account.com,government,2025-09-01T19:15:24Z
etransferdeposit25.com,government,2025-09-01T19:15:24Z
cra-account-update.com,government,2025-09-01T19:15:24Z
elections-canada-verify.com,government,2025-09-01T19:15:24Z
cra-gst-verify.com,government,2025-09-01T19:15:24Z
quebec-secure.com,government,2025-09-01T19:15:24Z
gov-canada-eta.com,government,2025-09-01T19:15:24Z
bc-verify.com,government,2025-09-01T19:15:24Z
elections-canada-login.com,government,2025-09-01T19:15:24Z
ontario-health-verify.com,government,2025-09-01T19:15:24Z
canada-immigration-verify.com,government,2025-09-01T19:15:24Z
canada-visa-verify.com,government,2025-09-01T19:15:24Z
bc-services-verify.com,government,2025-09-01T19:15:24Z
rcmp-secure.com,government,2025-09-01T19:15:24Z
canadapost-verify.com,government,2025-09-01T19:15:24Z
canada-visa-secure.com,government,2025-09-01T19:15:24Z
redelivauth.com,government,2025-09-01T19:15:24Z
ontario-secure.com,government,2025-09-01T19:15:24Z
rcmp-verify.com,government,2025-09-01T19:15:24Z
hstcra.com,government,2025-09-01T19:15:24Z
alberta-account-verify.com,government,2025-09-01T19:15:24Z
quebec-services-verify.com,government,2025-09-01T19:15:24Z
cra-hst-verify.com,government,2025-09-01T19:15:24Z
canadapost-login.com,government,2025-09-01T19:15:24Z
canada-immigration-secure.com,government,2025-09-01T19:15:24Z
cra-mobile-verify.com,government,2025-09-01T19:15:24Z
cra-secure.com,government,2025-09-01T19:15:24Z
cra-online-verify.com,government,2025-09-01T19:15:24Z
servicecanada-login.com,government,2025-09-01T19:15:24Z
canada-eta-verify.com,government,2025-09-01T19:15:24Z
redelivercadpost.com,government,2025-09-01T19:15:24Z
canadapost-tracking.com,government,2025-09-01T19:15:24Z
ontario-license-verify.com,government,2025-09-01T19:15:24Z
alberta-verify.com,government,2025-09-01T19:15:24Z
canadapost-packagereschedule.com,government,2025-09-01T19:15:24Z
servicecanada-secure.com,government,2025-09-01T19:15:24Z
reviewgsthstca.com,government,2025-09-01T19:15:24Z
authhstdeposit.com,government,2025-09-01T19:15:24Z
setup-canada6517-post4278-now.com,government,2025-09-01T19:15:24Z
cra-account-secure.com,government,2025-09-01T19:15:24Z
canadapost-delivery.com,government,2025-09-01T19:15:24Z
canpost-orderinfo-help.com,government,2025-09-01T19:15:24Z
canada-etavisa.info,government,2025-09-01T19:15:24Z
alberta-secure.com,government,2025-09-01T19:15:24Z
ontario-verify.com,government,2025-09-01T19:15:24Z
servicecanada-verify.com,government,2025-09-01T19:15:24Z
canada-border-verify.com,government,2025-09-01T19:15:24Z
canada-transport-secure.com,government,2025-09-01T19:15:24Z
canada-transport-verify.com,government,2025-09-01T19:15:24Z
canada-eta-secure.com,government,2025-09-01T19:15:24Z
canada-border-login.com,government,2025-09-01T19:15:24Z
elections-canada-secure.com,government,2025-09-01T19:15:24Z
cra-secure-login.com,government,2025-09-01T19:15:24Z
