domain,category,detected_at
redelivauth.com,government,2025-09-01T19:03:12Z
setup-canada6517-post4278-now.com,government,2025-09-01T19:03:12Z
canada-etavisa.info,government,2025-09-01T19:03:12Z
reviewgsthstca.com,government,2025-09-01T19:03:12Z
etransferdeposit25.com,government,2025-09-01T19:03:12Z
authhstdeposit.com,government,2025-09-01T19:03:12Z
redelivercadpost.com,government,2025-09-01T19:03:12Z
gov-canada-eta.com,government,2025-09-01T19:03:12Z
canpost-orderinfo-help.com,government,2025-09-01T19:03:12Z
canadapost-packagereschedule.com,government,2025-09-01T19:03:12Z
hstcra.com,government,2025-09-01T19:03:12Z
