domain,category,detected_at
etransferdeposit25.com,government,2025-09-04T16:00:46Z
reviewgsthstca.com,government,2025-09-04T16:00:46Z
hstcra.com,government,2025-09-04T16:00:46Z
authhstdeposit.com,government,2025-09-04T16:00:46Z
cra-refund-verify.com,government,2025-09-04T16:00:46Z
cra-gst-verify.com,government,2025-09-04T16:00:46Z
cra-hst-verify.com,government,2025-09-04T16:00:46Z
cra-account-secure.com,government,2025-09-04T16:00:46Z
cra-login-verify.com,government,2025-09-04T16:00:46Z
cra-secure-login.com,government,2025-09-04T16:00:46Z
cra-verify.com,government,2025-09-04T16:00:46Z
cra-secure.com,government,2025-09-04T16:00:46Z
cra-account-update.com,government,2025-09-04T16:00:46Z
cra-mobile-verify.com,government,2025-09-04T16:00:46Z
cra-online-verify.com,government,2025-09-04T16:00:46Z
canpost-orderinfo-help.com,government,2025-09-04T16:00:46Z
canadapost-packagereschedule.com,government,2025-09-04T16:00:46Z
redelivercadpost.com,government,2025-09-04T16:00:46Z
setup-canada6517-post4278-now.com,government,2025-09-04T16:00:46Z
redelivauth.com,government,2025-09-04T16:00:46Z
canadapost-tracking.com,government,2025-09-04T16:00:46Z
canadapost-delivery.com,government,2025-09-04T16:00:46Z
canadapost-package.com,government,2025-09-04T16:00:46Z
canadapost-verify.com,government,2025-09-04T16:00:46Z
canadapost-secure.com,government,2025-09-04T16:00:46Z
canadapost-login.com,government,2025-09-04T16:00:46Z
canadapost-account.com,government,2025-09-04T16:00:46Z
gov-canada-eta.com,government,2025-09-04T16:00:46Z
canada-etavisa.info,government,2025-09-04T16:00:46Z
canada-immigration-verify.com,government,2025-09-04T16:00:46Z
canada-passport-verify.com,government,2025-09-04T16:00:46Z
canada-visa-verify.com,government,2025-09-04T16:00:46Z
canada-eta-verify.com,government,2025-09-04T16:00:46Z
canada-immigration-secure.com,government,2025-09-04T16:00:46Z
canada-passport-secure.com,government,2025-09-04T16:00:46Z
canada-visa-secure.com,government,2025-09-04T16:00:46Z
canada-eta-secure.com,government,2025-09-04T16:00:46Z
ontario-license-verify.com,government,2025-09-04T16:00:46Z
ontario-health-verify.com,government,2025-09-04T16:00:46Z
quebec-services-verify.com,government,2025-09-04T16:00:46Z
alberta-account-verify.com,government,2025-09-04T16:00:46Z
bc-services-verify.com,government,2025-09-04T16:00:46Z
ontario-secure.com,government,2025-09-04T16:00:46Z
quebec-secure.com,government,2025-09-04T16:00:46Z
alberta-secure.com,government,2025-09-04T16:00:46Z
bc-secure.com,government,2025-09-04T16:00:46Z
ontario-verify.com,government,2025-09-04T16:00:46Z
quebec-verify.com,government,2025-09-04T16:00:46Z
alberta-verify.com,government,2025-09-04T16:00:46Z
bc-verify.com,government,2025-09-04T16:00:46Z
servicecanada-verify.com,government,2025-09-04T16:00:46Z
elections-canada-verify.com,government,2025-09-04T16:00:46Z
rcmp-verify.com,government,2025-09-04T16:00:46Z
canada-border-verify.com,government,2025-09-04T16:00:46Z
canada-transport-verify.com,government,2025-09-04T16:00:46Z
servicecanada-secure.com,government,2025-09-04T16:00:46Z
elections-canada-secure.com,government,2025-09-04T16:00:46Z
rcmp-secure.com,government,2025-09-04T16:00:46Z
canada-border-secure.com,government,2025-09-04T16:00:46Z
canada-transport-secure.com,government,2025-09-04T16:00:46Z
servicecanada-login.com,government,2025-09-04T16:00:46Z
elections-canada-login.com,government,2025-09-04T16:00:46Z
rcmp-login.com,government,2025-09-04T16:00:46Z
canada-border-login.com,government,2025-09-04T16:00:46Z
canada-transport-login.com,government,2025-09-04T16:00:46Z
