domain,category,detected_at
cra-refund-verify.com,government,2025-09-01T21:11:55Z
redelivauth.com,government,2025-09-01T21:11:55Z
canadapost-package.com,government,2025-09-01T21:11:55Z
alberta-secure.com,government,2025-09-01T21:11:55Z
canada-passport-verify.com,government,2025-09-01T21:11:55Z
ontario-license-verify.com,government,2025-09-01T21:11:55Z
canadapost-packagereschedule.com,government,2025-09-01T21:11:55Z
canadapost-secure.com,government,2025-09-01T21:11:55Z
canada-immigration-secure.com,government,2025-09-01T21:11:55Z
quebec-services-verify.com,government,2025-09-01T21:11:55Z
ontario-health-verify.com,government,2025-09-01T21:11:55Z
cra-secure-login.com,government,2025-09-01T21:11:55Z
ontario-secure.com,government,2025-09-01T21:11:55Z
canada-immigration-verify.com,government,2025-09-01T21:11:55Z
canada-border-login.com,government,2025-09-01T21:11:55Z
canada-transport-login.com,government,2025-09-01T21:11:55Z
cra-hst-verify.com,government,2025-09-01T21:11:55Z
ontario-verify.com,government,2025-09-01T21:11:55Z
elections-canada-secure.com,government,2025-09-01T21:11:55Z
reviewgsthstca.com,government,2025-09-01T21:11:55Z
servicecanada-verify.com,government,2025-09-01T21:11:55Z
cra-account-update.com,government,2025-09-01T21:11:55Z
hstcra.com,government,2025-09-01T21:11:55Z
redelivercadpost.com,government,2025-09-01T21:11:55Z
elections-canada-login.com,government,2025-09-01T21:11:55Z
alberta-verify.com,government,2025-09-01T21:11:55Z
cra-gst-verify.com,government,2025-09-01T21:11:55Z
cra-account-secure.com,government,2025-09-01T21:11:55Z
cra-verify.com,government,2025-09-01T21:11:55Z
canada-etavisa.info,government,2025-09-01T21:11:55Z
canpost-orderinfo-help.com,government,2025-09-01T21:11:55Z
quebec-secure.com,government,2025-09-01T21:11:55Z
canada-passport-secure.com,government,2025-09-01T21:11:55Z
canadapost-verify.com,government,2025-09-01T21:11:55Z
bc-verify.com,government,2025-09-01T21:11:55Z
canadapost-tracking.com,government,2025-09-01T21:11:55Z
servicecanada-login.com,government,2025-09-01T21:11:55Z
alberta-account-verify.com,government,2025-09-01T21:11:55Z
cra-mobile-verify.com,government,2025-09-01T21:11:55Z
cra-online-verify.com,government,2025-09-01T21:11:55Z
canadapost-login.com,government,2025-09-01T21:11:55Z
canada-eta-verify.com,government,2025-09-01T21:11:55Z
canada-eta-secure.com,government,2025-09-01T21:11:55Z
canadapost-account.com,government,2025-09-01T21:11:55Z
rcmp-secure.com,government,2025-09-01T21:11:55Z
canada-transport-secure.com,government,2025-09-01T21:11:55Z
rcmp-verify.com,government,2025-09-01T21:11:55Z
cra-secure.com,government,2025-09-01T21:11:55Z
bc-secure.com,government,2025-09-01T21:11:55Z
gov-canada-eta.com,government,2025-09-01T21:11:55Z
canadapost-delivery.com,government,2025-09-01T21:11:55Z
canada-visa-verify.com,government,2025-09-01T21:11:55Z
setup-canada6517-post4278-now.com,government,2025-09-01T21:11:55Z
bc-services-verify.com,government,2025-09-01T21:11:55Z
canada-transport-verify.com,government,2025-09-01T21:11:55Z
canada-visa-secure.com,government,2025-09-01T21:11:55Z
canada-border-verify.com,government,2025-09-01T21:11:55Z
servicecanada-secure.com,government,2025-09-01T21:11:55Z
quebec-verify.com,government,2025-09-01T21:11:55Z
authhstdeposit.com,government,2025-09-01T21:11:55Z
cra-login-verify.com,government,2025-09-01T21:11:55Z
etransferdeposit25.com,government,2025-09-01T21:11:55Z
rcmp-login.com,government,2025-09-01T21:11:55Z
elections-canada-verify.com,government,2025-09-01T21:11:55Z
canada-border-secure.com,government,2025-09-01T21:11:55Z
