domain,category,detected_at
etransferdeposit25.com,government,2025-09-05T04:00:08Z
reviewgsthstca.com,government,2025-09-05T04:00:08Z
hstcra.com,government,2025-09-05T04:00:08Z
authhstdeposit.com,government,2025-09-05T04:00:08Z
cra-refund-verify.com,government,2025-09-05T04:00:08Z
cra-gst-verify.com,government,2025-09-05T04:00:08Z
cra-hst-verify.com,government,2025-09-05T04:00:08Z
cra-account-secure.com,government,2025-09-05T04:00:08Z
cra-login-verify.com,government,2025-09-05T04:00:08Z
cra-secure-login.com,government,2025-09-05T04:00:08Z
cra-verify.com,government,2025-09-05T04:00:08Z
cra-secure.com,government,2025-09-05T04:00:08Z
cra-account-update.com,government,2025-09-05T04:00:08Z
cra-mobile-verify.com,government,2025-09-05T04:00:08Z
cra-online-verify.com,government,2025-09-05T04:00:08Z
canpost-orderinfo-help.com,government,2025-09-05T04:00:08Z
canadapost-packagereschedule.com,government,2025-09-05T04:00:08Z
redelivercadpost.com,government,2025-09-05T04:00:08Z
setup-canada6517-post4278-now.com,government,2025-09-05T04:00:08Z
redelivauth.com,government,2025-09-05T04:00:08Z
canadapost-tracking.com,government,2025-09-05T04:00:08Z
canadapost-delivery.com,government,2025-09-05T04:00:08Z
canadapost-package.com,government,2025-09-05T04:00:08Z
canadapost-verify.com,government,2025-09-05T04:00:08Z
canadapost-secure.com,government,2025-09-05T04:00:08Z
canadapost-login.com,government,2025-09-05T04:00:08Z
canadapost-account.com,government,2025-09-05T04:00:08Z
gov-canada-eta.com,government,2025-09-05T04:00:08Z
canada-etavisa.info,government,2025-09-05T04:00:08Z
canada-immigration-verify.com,government,2025-09-05T04:00:08Z
canada-passport-verify.com,government,2025-09-05T04:00:08Z
canada-visa-verify.com,government,2025-09-05T04:00:08Z
canada-eta-verify.com,government,2025-09-05T04:00:08Z
canada-immigration-secure.com,government,2025-09-05T04:00:08Z
canada-passport-secure.com,government,2025-09-05T04:00:08Z
canada-visa-secure.com,government,2025-09-05T04:00:08Z
canada-eta-secure.com,government,2025-09-05T04:00:08Z
ontario-license-verify.com,government,2025-09-05T04:00:08Z
ontario-health-verify.com,government,2025-09-05T04:00:08Z
quebec-services-verify.com,government,2025-09-05T04:00:08Z
alberta-account-verify.com,government,2025-09-05T04:00:08Z
bc-services-verify.com,government,2025-09-05T04:00:08Z
ontario-secure.com,government,2025-09-05T04:00:08Z
quebec-secure.com,government,2025-09-05T04:00:08Z
alberta-secure.com,government,2025-09-05T04:00:08Z
bc-secure.com,government,2025-09-05T04:00:08Z
ontario-verify.com,government,2025-09-05T04:00:08Z
quebec-verify.com,government,2025-09-05T04:00:08Z
alberta-verify.com,government,2025-09-05T04:00:08Z
bc-verify.com,government,2025-09-05T04:00:08Z
servicecanada-verify.com,government,2025-09-05T04:00:08Z
elections-canada-verify.com,government,2025-09-05T04:00:08Z
rcmp-verify.com,government,2025-09-05T04:00:08Z
canada-border-verify.com,government,2025-09-05T04:00:08Z
canada-transport-verify.com,government,2025-09-05T04:00:08Z
servicecanada-secure.com,government,2025-09-05T04:00:08Z
elections-canada-secure.com,government,2025-09-05T04:00:08Z
rcmp-secure.com,government,2025-09-05T04:00:08Z
canada-border-secure.com,government,2025-09-05T04:00:08Z
canada-transport-secure.com,government,2025-09-05T04:00:08Z
servicecanada-login.com,government,2025-09-05T04:00:08Z
elections-canada-login.com,government,2025-09-05T04:00:08Z
rcmp-login.com,government,2025-09-05T04:00:08Z
canada-border-login.com,government,2025-09-05T04:00:08Z
canada-transport-login.com,government,2025-09-05T04:00:08Z
