domain,category,detected_at
canada-immigration-verify.com,government,2025-09-01T19:35:11Z
servicecanada-secure.com,government,2025-09-01T19:35:11Z
canpost-orderinfo-help.com,government,2025-09-01T19:35:11Z
cra-account-update.com,government,2025-09-01T19:35:11Z
hstcra.com,government,2025-09-01T19:35:11Z
elections-canada-verify.com,government,2025-09-01T19:35:11Z
elections-canada-login.com,government,2025-09-01T19:35:11Z
bc-verify.com,government,2025-09-01T19:35:11Z
rcmp-verify.com,government,2025-09-01T19:35:11Z
rcmp-login.com,government,2025-09-01T19:35:11Z
setup-canada6517-post4278-now.com,government,2025-09-01T19:35:11Z
canadapost-login.com,government,2025-09-01T19:35:11Z
gov-canada-eta.com,government,2025-09-01T19:35:11Z
cra-secure.com,government,2025-09-01T19:35:11Z
canadapost-delivery.com,government,2025-09-01T19:35:11Z
canada-transport-secure.com,government,2025-09-01T19:35:11Z
ontario-verify.com,government,2025-09-01T19:35:11Z
canadapost-verify.com,government,2025-09-01T19:35:11Z
cra-gst-verify.com,government,2025-09-01T19:35:11Z
ontario-license-verify.com,government,2025-09-01T19:35:11Z
quebec-services-verify.com,government,2025-09-01T19:35:11Z
bc-services-verify.com,government,2025-09-01T19:35:11Z
canada-visa-verify.com,government,2025-09-01T19:35:11Z
canada-passport-secure.com,government,2025-09-01T19:35:11Z
alberta-account-verify.com,government,2025-09-01T19:35:11Z
quebec-secure.com,government,2025-09-01T19:35:11Z
quebec-verify.com,government,2025-09-01T19:35:11Z
cra-login-verify.com,government,2025-09-01T19:35:11Z
canada-passport-verify.com,government,2025-09-01T19:35:11Z
servicecanada-verify.com,government,2025-09-01T19:35:11Z
canada-transport-verify.com,government,2025-09-01T19:35:11Z
cra-hst-verify.com,government,2025-09-01T19:35:11Z
cra-secure-login.com,government,2025-09-01T19:35:11Z
cra-verify.com,government,2025-09-01T19:35:11Z
canadapost-tracking.com,government,2025-09-01T19:35:11Z
ontario-health-verify.com,government,2025-09-01T19:35:11Z
alberta-verify.com,government,2025-09-01T19:35:11Z
canada-border-login.com,government,2025-09-01T19:35:11Z
canada-eta-verify.com,government,2025-09-01T19:35:11Z
reviewgsthstca.com,government,2025-09-01T19:35:11Z
cra-online-verify.com,government,2025-09-01T19:35:11Z
cra-account-secure.com,government,2025-09-01T19:35:11Z
cra-refund-verify.com,government,2025-09-01T19:35:11Z
redelivauth.com,government,2025-09-01T19:35:11Z
canadapost-package.com,government,2025-09-01T19:35:11Z
canada-etavisa.info,government,2025-09-01T19:35:11Z
canada-visa-secure.com,government,2025-09-01T19:35:11Z
ontario-secure.com,government,2025-09-01T19:35:11Z
bc-secure.com,government,2025-09-01T19:35:11Z
canada-border-secure.com,government,2025-09-01T19:35:11Z
cra-mobile-verify.com,government,2025-09-01T19:35:11Z
canadapost-packagereschedule.com,government,2025-09-01T19:35:11Z
canada-border-verify.com,government,2025-09-01T19:35:11Z
canadapost-secure.com,government,2025-09-01T19:35:11Z
redelivercadpost.com,government,2025-09-01T19:35:11Z
canadapost-account.com,government,2025-09-01T19:35:11Z
authhstdeposit.com,government,2025-09-01T19:35:11Z
canada-eta-secure.com,government,2025-09-01T19:35:11Z
alberta-secure.com,government,2025-09-01T19:35:11Z
rcmp-secure.com,government,2025-09-01T19:35:11Z
canada-transport-login.com,government,2025-09-01T19:35:11Z
etransferdeposit25.com,government,2025-09-01T19:35:11Z
elections-canada-secure.com,government,2025-09-01T19:35:11Z
servicecanada-login.com,government,2025-09-01T19:35:11Z
canada-immigration-secure.com,government,2025-09-01T19:35:11Z
