domain,category,detected_at
etransferdeposit25.com,government,2025-09-06T04:00:07Z
reviewgsthstca.com,government,2025-09-06T04:00:07Z
hstcra.com,government,2025-09-06T04:00:07Z
authhstdeposit.com,government,2025-09-06T04:00:07Z
cra-refund-verify.com,government,2025-09-06T04:00:07Z
cra-gst-verify.com,government,2025-09-06T04:00:07Z
cra-hst-verify.com,government,2025-09-06T04:00:07Z
cra-account-secure.com,government,2025-09-06T04:00:07Z
cra-login-verify.com,government,2025-09-06T04:00:07Z
cra-secure-login.com,government,2025-09-06T04:00:07Z
cra-verify.com,government,2025-09-06T04:00:07Z
cra-secure.com,government,2025-09-06T04:00:07Z
cra-account-update.com,government,2025-09-06T04:00:07Z
cra-mobile-verify.com,government,2025-09-06T04:00:07Z
cra-online-verify.com,government,2025-09-06T04:00:07Z
canpost-orderinfo-help.com,government,2025-09-06T04:00:07Z
canadapost-packagereschedule.com,government,2025-09-06T04:00:07Z
redelivercadpost.com,government,2025-09-06T04:00:07Z
setup-canada6517-post4278-now.com,government,2025-09-06T04:00:07Z
redelivauth.com,government,2025-09-06T04:00:07Z
canadapost-tracking.com,government,2025-09-06T04:00:07Z
canadapost-delivery.com,government,2025-09-06T04:00:07Z
canadapost-package.com,government,2025-09-06T04:00:07Z
canadapost-verify.com,government,2025-09-06T04:00:07Z
canadapost-secure.com,government,2025-09-06T04:00:07Z
canadapost-login.com,government,2025-09-06T04:00:07Z
canadapost-account.com,government,2025-09-06T04:00:07Z
gov-canada-eta.com,government,2025-09-06T04:00:07Z
canada-etavisa.info,government,2025-09-06T04:00:07Z
canada-immigration-verify.com,government,2025-09-06T04:00:07Z
canada-passport-verify.com,government,2025-09-06T04:00:07Z
canada-visa-verify.com,government,2025-09-06T04:00:07Z
canada-eta-verify.com,government,2025-09-06T04:00:07Z
canada-immigration-secure.com,government,2025-09-06T04:00:07Z
canada-passport-secure.com,government,2025-09-06T04:00:07Z
canada-visa-secure.com,government,2025-09-06T04:00:07Z
canada-eta-secure.com,government,2025-09-06T04:00:07Z
ontario-license-verify.com,government,2025-09-06T04:00:07Z
ontario-health-verify.com,government,2025-09-06T04:00:07Z
quebec-services-verify.com,government,2025-09-06T04:00:07Z
alberta-account-verify.com,government,2025-09-06T04:00:07Z
bc-services-verify.com,government,2025-09-06T04:00:07Z
ontario-secure.com,government,2025-09-06T04:00:07Z
quebec-secure.com,government,2025-09-06T04:00:07Z
alberta-secure.com,government,2025-09-06T04:00:07Z
bc-secure.com,government,2025-09-06T04:00:07Z
ontario-verify.com,government,2025-09-06T04:00:07Z
quebec-verify.com,government,2025-09-06T04:00:07Z
alberta-verify.com,government,2025-09-06T04:00:07Z
bc-verify.com,government,2025-09-06T04:00:07Z
servicecanada-verify.com,government,2025-09-06T04:00:07Z
elections-canada-verify.com,government,2025-09-06T04:00:07Z
rcmp-verify.com,government,2025-09-06T04:00:07Z
canada-border-verify.com,government,2025-09-06T04:00:07Z
canada-transport-verify.com,government,2025-09-06T04:00:07Z
servicecanada-secure.com,government,2025-09-06T04:00:07Z
elections-canada-secure.com,government,2025-09-06T04:00:07Z
rcmp-secure.com,government,2025-09-06T04:00:07Z
canada-border-secure.com,government,2025-09-06T04:00:07Z
canada-transport-secure.com,government,2025-09-06T04:00:07Z
servicecanada-login.com,government,2025-09-06T04:00:07Z
elections-canada-login.com,government,2025-09-06T04:00:07Z
rcmp-login.com,government,2025-09-06T04:00:07Z
canada-border-login.com,government,2025-09-06T04:00:07Z
canada-transport-login.com,government,2025-09-06T04:00:07Z
