domain,category,detected_at
servus-verify.com,banking,2025-09-01T20:41:40Z
rbc-account-update.com,banking,2025-09-01T20:41:40Z
td-account-update.com,banking,2025-09-01T20:41:40Z
rbc-mobile-banking.com,banking,2025-09-01T20:41:40Z
td-secure-access.com,banking,2025-09-01T20:41:40Z
bmo-online-banking.com,banking,2025-09-01T20:41:40Z
rbc-verify.com,banking,2025-09-01T20:41:40Z
coastcapitalsavings-secure.com,banking,2025-09-01T20:41:40Z
scotia-account-update.com,banking,2025-09-01T20:41:40Z
tangerine-verify.com,banking,2025-09-01T20:41:40Z
online-cibc-secure.com,banking,2025-09-01T20:41:40Z
td-mobile-banking.com,banking,2025-09-01T20:41:40Z
mobile-td-app.com,banking,2025-09-01T20:41:40Z
scotia-online.com,banking,2025-09-01T20:41:40Z
cibc-verify.com,banking,2025-09-01T20:41:40Z
rbc-secure-login.com,banking,2025-09-01T20:41:40Z
bmo-verify.com,banking,2025-09-01T20:41:40Z
bmo-online.com,banking,2025-09-01T20:41:40Z
atb-secure.com,banking,2025-09-01T20:41:40Z
cibc-online-banking.com,banking,2025-09-01T20:41:40Z
scotia-mobile-banking.com,banking,2025-09-01T20:41:40Z
wealthsimple-secure.com,banking,2025-09-01T20:41:40Z
td-verify-account.com,banking,2025-09-01T20:41:40Z
login-rbc-online.com,banking,2025-09-01T20:41:40Z
bmo-mobile-app.com,banking,2025-09-01T20:41:40Z
scotia-mobile-app.com,banking,2025-09-01T20:41:40Z
bmo-verification.com,banking,2025-09-01T20:41:40Z
cibc-account-update.com,banking,2025-09-01T20:41:40Z
td-secure-login.com,banking,2025-09-01T20:41:40Z
rbc-secure-access.com,banking,2025-09-01T20:41:40Z
eqbank-verify.com,banking,2025-09-01T20:41:40Z
scotia-online-banking.com,banking,2025-09-01T20:41:40Z
motivefinancial-secure.com,banking,2025-09-01T20:41:40Z
scotia-secure-login.com,banking,2025-09-01T20:41:40Z
scotia-verify.com,banking,2025-09-01T20:41:40Z
bmo-mobile-banking.com,banking,2025-09-01T20:41:40Z
cibc-secure-access.com,banking,2025-09-01T20:41:40Z
update-bmo-account.com,banking,2025-09-01T20:41:40Z
td-online-banking.com,banking,2025-09-01T20:41:40Z
nationalbank-secure.com,banking,2025-09-01T20:41:40Z
hsbc-canada-secure.com,banking,2025-09-01T20:41:40Z
alternabank-secure.com,banking,2025-09-01T20:41:40Z
simplii-verify.com,banking,2025-09-01T20:41:40Z
pcfinancial-secure.com,banking,2025-09-01T20:41:40Z
cibc-mobile-app.com,banking,2025-09-01T20:41:40Z
verify-scotiabank.com,banking,2025-09-01T20:41:40Z
cibc-secure-login.com,banking,2025-09-01T20:41:40Z
koho-verify.com,banking,2025-09-01T20:41:40Z
laurentianbank-secure.com,banking,2025-09-01T20:41:40Z
rbc-mobile-app.com,banking,2025-09-01T20:41:40Z
cibc-verification.com,banking,2025-09-01T20:41:40Z
secure-td-bank.com,banking,2025-09-01T20:41:40Z
rbc-verification.com,banking,2025-09-01T20:41:40Z
td-verification.com,banking,2025-09-01T20:41:40Z
cibc-mobile-banking.com,banking,2025-09-01T20:41:40Z
bmo-secure-login.com,banking,2025-09-01T20:41:40Z
vancity-verify.com,banking,2025-09-01T20:41:40Z
bmo-secure-access.com,banking,2025-09-01T20:41:40Z
desjardins-verify.com,banking,2025-09-01T20:41:40Z
rbc-online-banking.com,banking,2025-09-01T20:41:40Z
scotia-secure-access.com,banking,2025-09-01T20:41:40Z
