domain,category,detected_at
bmo-secure-access.com,banking,2025-09-01T19:19:09Z
laurentianbank-secure.com,banking,2025-09-01T19:19:09Z
pcfinancial-secure.com,banking,2025-09-01T19:19:09Z
scotia-mobile-banking.com,banking,2025-09-01T19:19:09Z
bmo-online.com,banking,2025-09-01T19:19:09Z
bmo-online-banking.com,banking,2025-09-01T19:19:09Z
cibc-online-banking.com,banking,2025-09-01T19:19:09Z
cibc-verification.com,banking,2025-09-01T19:19:09Z
vancity-verify.com,banking,2025-09-01T19:19:09Z
online-cibc-secure.com,banking,2025-09-01T19:19:09Z
rbc-secure-login.com,banking,2025-09-01T19:19:09Z
td-secure-access.com,banking,2025-09-01T19:19:09Z
rbc-verification.com,banking,2025-09-01T19:19:09Z
cibc-mobile-banking.com,banking,2025-09-01T19:19:09Z
secure-td-bank.com,banking,2025-09-01T19:19:09Z
cibc-account-update.com,banking,2025-09-01T19:19:09Z
simplii-verify.com,banking,2025-09-01T19:19:09Z
rbc-verify.com,banking,2025-09-01T19:19:09Z
eqbank-verify.com,banking,2025-09-01T19:19:09Z
scotia-secure-access.com,banking,2025-09-01T19:19:09Z
bmo-mobile-banking.com,banking,2025-09-01T19:19:09Z
desjardins-verify.com,banking,2025-09-01T19:19:09Z
login-rbc-online.com,banking,2025-09-01T19:19:09Z
bmo-mobile-app.com,banking,2025-09-01T19:19:09Z
rbc-mobile-banking.com,banking,2025-09-01T19:19:09Z
rbc-mobile-app.com,banking,2025-09-01T19:19:10Z
hsbc-canada-secure.com,banking,2025-09-01T19:19:10Z
bmo-verification.com,banking,2025-09-01T19:19:10Z
td-mobile-banking.com,banking,2025-09-01T19:19:10Z
td-online-banking.com,banking,2025-09-01T19:19:10Z
td-verification.com,banking,2025-09-01T19:19:10Z
motivefinancial-secure.com,banking,2025-09-01T19:19:10Z
koho-verify.com,banking,2025-09-01T19:19:10Z
td-secure-login.com,banking,2025-09-01T19:19:10Z
scotia-online.com,banking,2025-09-01T19:19:10Z
atb-secure.com,banking,2025-09-01T19:19:10Z
coastcapitalsavings-secure.com,banking,2025-09-01T19:19:10Z
bmo-secure-login.com,banking,2025-09-01T19:19:10Z
rbc-online-banking.com,banking,2025-09-01T19:19:10Z
scotia-secure-login.com,banking,2025-09-01T19:19:10Z
scotia-verify.com,banking,2025-09-01T19:19:10Z
scotia-account-update.com,banking,2025-09-01T19:19:10Z
update-bmo-account.com,banking,2025-09-01T19:19:10Z
tangerine-verify.com,banking,2025-09-01T19:19:10Z
mobile-td-app.com,banking,2025-09-01T19:19:10Z
scotia-online-banking.com,banking,2025-09-01T19:19:10Z
cibc-verify.com,banking,2025-09-01T19:19:10Z
rbc-secure-access.com,banking,2025-09-01T19:19:10Z
rbc-account-update.com,banking,2025-09-01T19:19:10Z
servus-verify.com,banking,2025-09-01T19:19:10Z
scotia-mobile-app.com,banking,2025-09-01T19:19:10Z
cibc-secure-access.com,banking,2025-09-01T19:19:10Z
cibc-secure-login.com,banking,2025-09-01T19:19:10Z
alternabank-secure.com,banking,2025-09-01T19:19:10Z
td-verify-account.com,banking,2025-09-01T19:19:10Z
wealthsimple-secure.com,banking,2025-09-01T19:19:10Z
verify-scotiabank.com,banking,2025-09-01T19:19:10Z
bmo-verify.com,banking,2025-09-01T19:19:10Z
nationalbank-secure.com,banking,2025-09-01T19:19:10Z
td-account-update.com,banking,2025-09-01T19:19:10Z
cibc-mobile-app.com,banking,2025-09-01T19:19:10Z
