domain,category,detected_at
rbc-verify.com,banking,2025-09-02T18:49:07Z
bmo-online-banking.com,banking,2025-09-02T18:49:07Z
tangerine-verify.com,banking,2025-09-02T18:49:07Z
cibc-account-update.com,banking,2025-09-02T18:49:07Z
coastcapitalsavings-secure.com,banking,2025-09-02T18:49:07Z
rbc-mobile-banking.com,banking,2025-09-02T18:49:07Z
td-secure-login.com,banking,2025-09-02T18:49:07Z
scotia-online-banking.com,banking,2025-09-02T18:49:07Z
cibc-verification.com,banking,2025-09-02T18:49:07Z
alternabank-secure.com,banking,2025-09-02T18:49:07Z
scotia-mobile-app.com,banking,2025-09-02T18:49:07Z
cibc-mobile-banking.com,banking,2025-09-02T18:49:07Z
cibc-mobile-app.com,banking,2025-09-02T18:49:07Z
vancity-verify.com,banking,2025-09-02T18:49:07Z
bmo-secure-access.com,banking,2025-09-02T18:49:07Z
td-secure-access.com,banking,2025-09-02T18:49:07Z
hsbc-canada-secure.com,banking,2025-09-02T18:49:07Z
laurentianbank-secure.com,banking,2025-09-02T18:49:07Z
bmo-verify.com,banking,2025-09-02T18:49:07Z
eqbank-verify.com,banking,2025-09-02T18:49:07Z
rbc-secure-login.com,banking,2025-09-02T18:49:07Z
login-rbc-online.com,banking,2025-09-02T18:49:07Z
scotia-account-update.com,banking,2025-09-02T18:49:07Z
td-mobile-banking.com,banking,2025-09-02T18:49:07Z
cibc-secure-login.com,banking,2025-09-02T18:49:07Z
td-online-banking.com,banking,2025-09-02T18:49:07Z
rbc-verification.com,banking,2025-09-02T18:49:07Z
rbc-mobile-app.com,banking,2025-09-02T18:49:07Z
cibc-verify.com,banking,2025-09-02T18:49:07Z
scotia-secure-access.com,banking,2025-09-02T18:49:07Z
scotia-verify.com,banking,2025-09-02T18:49:07Z
atb-secure.com,banking,2025-09-02T18:49:07Z
cibc-online-banking.com,banking,2025-09-02T18:49:07Z
pcfinancial-secure.com,banking,2025-09-02T18:49:07Z
rbc-account-update.com,banking,2025-09-02T18:49:07Z
servus-verify.com,banking,2025-09-02T18:49:07Z
bmo-secure-login.com,banking,2025-09-02T18:49:07Z
update-bmo-account.com,banking,2025-09-02T18:49:07Z
bmo-mobile-banking.com,banking,2025-09-02T18:49:07Z
simplii-verify.com,banking,2025-09-02T18:49:07Z
bmo-online.com,banking,2025-09-02T18:49:07Z
td-verify-account.com,banking,2025-09-02T18:49:07Z
mobile-td-app.com,banking,2025-09-02T18:49:07Z
nationalbank-secure.com,banking,2025-09-02T18:49:07Z
td-account-update.com,banking,2025-09-02T18:49:07Z
koho-verify.com,banking,2025-09-02T18:49:07Z
online-cibc-secure.com,banking,2025-09-02T18:49:07Z
td-verification.com,banking,2025-09-02T18:49:07Z
wealthsimple-secure.com,banking,2025-09-02T18:49:07Z
bmo-mobile-app.com,banking,2025-09-02T18:49:07Z
rbc-online-banking.com,banking,2025-09-02T18:49:07Z
scotia-mobile-banking.com,banking,2025-09-02T18:49:07Z
bmo-verification.com,banking,2025-09-02T18:49:07Z
motivefinancial-secure.com,banking,2025-09-02T18:49:07Z
scotia-online.com,banking,2025-09-02T18:49:07Z
cibc-secure-access.com,banking,2025-09-02T18:49:07Z
scotia-secure-login.com,banking,2025-09-02T18:49:07Z
verify-scotiabank.com,banking,2025-09-02T18:49:07Z
secure-td-bank.com,banking,2025-09-02T18:49:07Z
desjardins-verify.com,banking,2025-09-02T18:49:07Z
rbc-secure-access.com,banking,2025-09-02T18:49:07Z
