domain,category,detected_at
atb-secure.com,banking,2025-09-01T21:49:33Z
scotia-online.com,banking,2025-09-01T21:49:33Z
rbc-mobile-banking.com,banking,2025-09-01T21:49:33Z
td-verification.com,banking,2025-09-01T21:49:33Z
cibc-secure-access.com,banking,2025-09-01T21:49:33Z
laurentianbank-secure.com,banking,2025-09-01T21:49:33Z
update-bmo-account.com,banking,2025-09-01T21:49:33Z
td-account-update.com,banking,2025-09-01T21:49:33Z
rbc-account-update.com,banking,2025-09-01T21:49:33Z
bmo-mobile-app.com,banking,2025-09-01T21:49:33Z
servus-verify.com,banking,2025-09-01T21:49:33Z
rbc-verify.com,banking,2025-09-01T21:49:33Z
nationalbank-secure.com,banking,2025-09-01T21:49:33Z
cibc-account-update.com,banking,2025-09-01T21:49:33Z
motivefinancial-secure.com,banking,2025-09-01T21:49:33Z
rbc-online-banking.com,banking,2025-09-01T21:49:33Z
pcfinancial-secure.com,banking,2025-09-01T21:49:33Z
scotia-secure-login.com,banking,2025-09-01T21:49:33Z
scotia-mobile-app.com,banking,2025-09-01T21:49:33Z
cibc-mobile-app.com,banking,2025-09-01T21:49:33Z
mobile-td-app.com,banking,2025-09-01T21:49:33Z
scotia-online-banking.com,banking,2025-09-01T21:49:33Z
simplii-verify.com,banking,2025-09-01T21:49:33Z
vancity-verify.com,banking,2025-09-01T21:49:33Z
scotia-account-update.com,banking,2025-09-01T21:49:33Z
eqbank-verify.com,banking,2025-09-01T21:49:33Z
coastcapitalsavings-secure.com,banking,2025-09-01T21:49:33Z
secure-td-bank.com,banking,2025-09-01T21:49:33Z
hsbc-canada-secure.com,banking,2025-09-01T21:49:33Z
wealthsimple-secure.com,banking,2025-09-01T21:49:33Z
scotia-verify.com,banking,2025-09-01T21:49:33Z
bmo-verify.com,banking,2025-09-01T21:49:33Z
bmo-verification.com,banking,2025-09-01T21:49:33Z
cibc-verify.com,banking,2025-09-01T21:49:33Z
desjardins-verify.com,banking,2025-09-01T21:49:33Z
td-verify-account.com,banking,2025-09-01T21:49:33Z
rbc-verification.com,banking,2025-09-01T21:49:33Z
alternabank-secure.com,banking,2025-09-01T21:49:33Z
scotia-secure-access.com,banking,2025-09-01T21:49:33Z
scotia-mobile-banking.com,banking,2025-09-01T21:49:33Z
rbc-mobile-app.com,banking,2025-09-01T21:49:33Z
bmo-mobile-banking.com,banking,2025-09-01T21:49:33Z
td-secure-login.com,banking,2025-09-01T21:49:33Z
rbc-secure-access.com,banking,2025-09-01T21:49:33Z
cibc-verification.com,banking,2025-09-01T21:49:33Z
td-online-banking.com,banking,2025-09-01T21:49:33Z
rbc-secure-login.com,banking,2025-09-01T21:49:33Z
login-rbc-online.com,banking,2025-09-01T21:49:33Z
bmo-online-banking.com,banking,2025-09-01T21:49:33Z
cibc-mobile-banking.com,banking,2025-09-01T21:49:33Z
verify-scotiabank.com,banking,2025-09-01T21:49:33Z
cibc-secure-login.com,banking,2025-09-01T21:49:33Z
bmo-secure-login.com,banking,2025-09-01T21:49:33Z
td-secure-access.com,banking,2025-09-01T21:49:33Z
bmo-online.com,banking,2025-09-01T21:49:33Z
online-cibc-secure.com,banking,2025-09-01T21:49:33Z
td-mobile-banking.com,banking,2025-09-01T21:49:33Z
tangerine-verify.com,banking,2025-09-01T21:49:33Z
bmo-secure-access.com,banking,2025-09-01T21:49:33Z
cibc-online-banking.com,banking,2025-09-01T21:49:33Z
koho-verify.com,banking,2025-09-01T21:49:33Z
