domain,category,detected_at
secure-td-bank.com,banking,2025-09-02T19:09:54Z
mobile-td-app.com,banking,2025-09-02T19:09:54Z
td-secure-login.com,banking,2025-09-02T19:09:54Z
td-verify-account.com,banking,2025-09-02T19:09:54Z
td-online-banking.com,banking,2025-09-02T19:09:54Z
td-secure-access.com,banking,2025-09-02T19:09:54Z
td-account-update.com,banking,2025-09-02T19:09:54Z
td-verification.com,banking,2025-09-02T19:09:54Z
td-mobile-banking.com,banking,2025-09-02T19:09:54Z
login-rbc-online.com,banking,2025-09-02T19:09:54Z
rbc-secure-access.com,banking,2025-09-02T19:09:54Z
rbc-verify.com,banking,2025-09-02T19:09:54Z
rbc-mobile-banking.com,banking,2025-09-02T19:09:54Z
rbc-account-update.com,banking,2025-09-02T19:09:54Z
rbc-secure-login.com,banking,2025-09-02T19:09:54Z
rbc-online-banking.com,banking,2025-09-02T19:09:54Z
rbc-verification.com,banking,2025-09-02T19:09:54Z
rbc-mobile-app.com,banking,2025-09-02T19:09:54Z
verify-scotiabank.com,banking,2025-09-02T19:09:54Z
scotia-secure-login.com,banking,2025-09-02T19:09:54Z
scotia-online.com,banking,2025-09-02T19:09:54Z
scotia-mobile-app.com,banking,2025-09-02T19:09:54Z
scotia-verify.com,banking,2025-09-02T19:09:54Z
scotia-secure-access.com,banking,2025-09-02T19:09:54Z
scotia-account-update.com,banking,2025-09-02T19:09:54Z
scotia-online-banking.com,banking,2025-09-02T19:09:54Z
scotia-mobile-banking.com,banking,2025-09-02T19:09:54Z
update-bmo-account.com,banking,2025-09-02T19:09:54Z
bmo-secure-login.com,banking,2025-09-02T19:09:54Z
bmo-online.com,banking,2025-09-02T19:09:54Z
bmo-verify.com,banking,2025-09-02T19:09:54Z
bmo-mobile-banking.com,banking,2025-09-02T19:09:54Z
bmo-secure-access.com,banking,2025-09-02T19:09:54Z
bmo-online-banking.com,banking,2025-09-02T19:09:54Z
bmo-verification.com,banking,2025-09-02T19:09:54Z
bmo-mobile-app.com,banking,2025-09-02T19:09:54Z
online-cibc-secure.com,banking,2025-09-02T19:09:54Z
cibc-verify.com,banking,2025-09-02T19:09:54Z
cibc-secure-login.com,banking,2025-09-02T19:09:54Z
cibc-mobile-banking.com,banking,2025-09-02T19:09:54Z
cibc-account-update.com,banking,2025-09-02T19:09:54Z
cibc-secure-access.com,banking,2025-09-02T19:09:54Z
cibc-online-banking.com,banking,2025-09-02T19:09:54Z
cibc-verification.com,banking,2025-09-02T19:09:54Z
cibc-mobile-app.com,banking,2025-09-02T19:09:54Z
nationalbank-secure.com,banking,2025-09-02T19:09:54Z
desjardins-verify.com,banking,2025-09-02T19:09:54Z
hsbc-canada-secure.com,banking,2025-09-02T19:09:54Z
tangerine-verify.com,banking,2025-09-02T19:09:54Z
laurentianbank-secure.com,banking,2025-09-02T19:09:54Z
atb-secure.com,banking,2025-09-02T19:09:54Z
vancity-verify.com,banking,2025-09-02T19:09:54Z
coastcapitalsavings-secure.com,banking,2025-09-02T19:09:54Z
servus-verify.com,banking,2025-09-02T19:09:54Z
alternabank-secure.com,banking,2025-09-02T19:09:54Z
eqbank-verify.com,banking,2025-09-02T19:09:54Z
motivefinancial-secure.com,banking,2025-09-02T19:09:54Z
simplii-verify.com,banking,2025-09-02T19:09:54Z
pcfinancial-secure.com,banking,2025-09-02T19:09:54Z
koho-verify.com,banking,2025-09-02T19:09:54Z
wealthsimple-secure.com,banking,2025-09-02T19:09:54Z
