domain,category,detected_at
scotia-mobile-app.com,banking,2025-09-01T21:30:21Z
rbc-secure-access.com,banking,2025-09-01T21:30:21Z
alternabank-secure.com,banking,2025-09-01T21:30:21Z
bmo-secure-access.com,banking,2025-09-01T21:30:21Z
scotia-secure-access.com,banking,2025-09-01T21:30:21Z
simplii-verify.com,banking,2025-09-01T21:30:21Z
scotia-account-update.com,banking,2025-09-01T21:30:21Z
hsbc-canada-secure.com,banking,2025-09-01T21:30:21Z
verify-scotiabank.com,banking,2025-09-01T21:30:21Z
secure-td-bank.com,banking,2025-09-01T21:30:21Z
cibc-secure-access.com,banking,2025-09-01T21:30:21Z
cibc-secure-login.com,banking,2025-09-01T21:30:21Z
bmo-online.com,banking,2025-09-01T21:30:21Z
td-account-update.com,banking,2025-09-01T21:30:21Z
rbc-mobile-app.com,banking,2025-09-01T21:30:21Z
rbc-verification.com,banking,2025-09-01T21:30:21Z
cibc-verify.com,banking,2025-09-01T21:30:21Z
cibc-mobile-banking.com,banking,2025-09-01T21:30:21Z
servus-verify.com,banking,2025-09-01T21:30:21Z
rbc-mobile-banking.com,banking,2025-09-01T21:30:21Z
td-mobile-banking.com,banking,2025-09-01T21:30:21Z
td-secure-access.com,banking,2025-09-01T21:30:21Z
online-cibc-secure.com,banking,2025-09-01T21:30:21Z
scotia-online-banking.com,banking,2025-09-01T21:30:21Z
rbc-verify.com,banking,2025-09-01T21:30:21Z
koho-verify.com,banking,2025-09-01T21:30:21Z
scotia-secure-login.com,banking,2025-09-01T21:30:21Z
mobile-td-app.com,banking,2025-09-01T21:30:21Z
login-rbc-online.com,banking,2025-09-01T21:30:21Z
rbc-account-update.com,banking,2025-09-01T21:30:21Z
td-verification.com,banking,2025-09-01T21:30:21Z
cibc-account-update.com,banking,2025-09-01T21:30:21Z
bmo-mobile-banking.com,banking,2025-09-01T21:30:21Z
cibc-online-banking.com,banking,2025-09-01T21:30:21Z
coastcapitalsavings-secure.com,banking,2025-09-01T21:30:21Z
eqbank-verify.com,banking,2025-09-01T21:30:21Z
bmo-verify.com,banking,2025-09-01T21:30:21Z
cibc-mobile-app.com,banking,2025-09-01T21:30:21Z
motivefinancial-secure.com,banking,2025-09-01T21:30:21Z
scotia-mobile-banking.com,banking,2025-09-01T21:30:21Z
rbc-secure-login.com,banking,2025-09-01T21:30:21Z
vancity-verify.com,banking,2025-09-01T21:30:21Z
scotia-verify.com,banking,2025-09-01T21:30:21Z
scotia-online.com,banking,2025-09-01T21:30:21Z
nationalbank-secure.com,banking,2025-09-01T21:30:21Z
td-secure-login.com,banking,2025-09-01T21:30:21Z
bmo-secure-login.com,banking,2025-09-01T21:30:21Z
laurentianbank-secure.com,banking,2025-09-01T21:30:21Z
update-bmo-account.com,banking,2025-09-01T21:30:21Z
bmo-mobile-app.com,banking,2025-09-01T21:30:21Z
desjardins-verify.com,banking,2025-09-01T21:30:21Z
cibc-verification.com,banking,2025-09-01T21:30:21Z
td-verify-account.com,banking,2025-09-01T21:30:21Z
atb-secure.com,banking,2025-09-01T21:30:21Z
rbc-online-banking.com,banking,2025-09-01T21:30:21Z
td-online-banking.com,banking,2025-09-01T21:30:21Z
bmo-verification.com,banking,2025-09-01T21:30:21Z
tangerine-verify.com,banking,2025-09-01T21:30:21Z
bmo-online-banking.com,banking,2025-09-01T21:30:21Z
wealthsimple-secure.com,banking,2025-09-01T21:30:21Z
pcfinancial-secure.com,banking,2025-09-01T21:30:21Z
